;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;north_error;east_error;current_angle
2026-05-05_13:01:20:198082;1777978880.198083;0.0;35.77968618251275;0.0;0.3111277059348935;0.0;0.3111277059348935;11.591537121348631;-3.031468964698391;-11.179661770676855;-0.1231368883254449;59.908504216666664;10.719691183333333;0.0;59.908504216666664;10.719691183333333;0.0;1777978880.198083;-105.185;0.19571968593247024;0.67;-4.479;0.836;149.947;-8.845;-1.884;13.793;59.90850115;10.719670616666667;0.0;0.341659753624762;1.1507874301752845;1.1269994568130492e-07;1777978880.0915537;0.10652923583984375;0.0;0.0;-0.0;0.0;-11.521321524301618;-1.2739243185007294;2.617068853487938
2026-05-05_13:01:20:343724;1777978880.3289368;61.28096411242478;34.5677934746434;0.3064048205621239;0.30058950847516;0.3064048205621239;0.30058950847516;11.591537121348631;-3.031468964698391;-11.179661770676855;-0.1231368883254449;59.908504216666664;10.719691183333333;0.0;59.908504216666664;10.719691183333333;0.0;1777978880.3255804;-106.932;0.0;0.67;-4.756;0.809;151.747;0.207;-1.364;15.659;59.90850115;10.719670616666667;0.0;0.341659753624762;1.1507874301752845;1.1269994568130492e-07;1777978880.198083;0.13085389137268066;0.0;0.0;-0.0;0.0;-11.521321524301618;-1.2739243185007294;2.6484847800238356
2026-05-05_13:01:20:429335;1777978880.4293356;62.16926701446831;32.23532224574622;0.31084633507234155;0.2803071499630106;0.31084633507234155;0.2803071499630106;11.584403013196967;-3.0341542218279223;-11.179661770676855;-0.1231368883254449;59.908504183333335;10.719690616666666;0.0;59.908504183333335;10.719690616666666;0.0;1777978880.4293356;-104.571;0.3076857948880322;0.67;-4.105;0.818;153.793;7.141;-1.265;17.711;59.90850115;10.719670616666667;0.0;0.337946052864731;1.1190801600443723;1.060505971928194e-07;1777978880.3289368;0.10039877891540527;0.0;0.0;-0.0;0.0;-11.517607823541587;-1.2422170483698172;2.6841942165196393
2026-05-05_13:01:20:575091;1777978880.5657938;63.405643112287194;30.382308159305815;0.31702821556143596;0.2641939839939636;0.31702821556143596;0.2641939839939636;11.57113148841584;-3.037353500157392;-11.179661770676855;-0.1231368883254449;59.9085041;10.719689933333333;0.0;59.9085041;10.719689933333333;0.0;1777978880.5581763;-99.765;0.305387137894905;0.67;-2.777;0.816;156.72;8.687;-1.02;18.609;59.90850115;10.719670616666667;0.0;0.3286618134907636;1.0808449239541118;9.99150527314363e-08;1777978880.4293356;0.136458158493042;0.0;0.0;-0.0;0.0;-11.508323584167618;-1.2039818122795567;2.7352800037255136
2026-05-05_13:01:20:734627;1777978880.7289217;64.98371030264876;28.200042964462696;0.3249185515132438;0.24521776490837127;0.3249185515132438;0.24521776490837127;11.570101151633887;-3.0397751192667557;-11.179661770676855;-0.1231368883254449;59.90850411666667;10.719689433333333;0.0;59.90850411666667;10.719689433333333;0.0;1777978880.7289217;-56.9;0.16421268476631862;0.67;-1.172;0.835;160.347;8.307;-0.219;17.68;59.90850115;10.719670616666667;0.0;0.3305186514997762;1.0528679194800294;9.499456699035846e-08;1777978880.5657938;0.16312789916992188;0.0;0.0;0.0;0.0;-11.510180422176632;-1.1760048078054743;2.7985830956953475
2026-05-05_13:01:20:835358;1777978880.8247652;65.54979802815241;28.754713431809858;0.32774899014076203;0.250040986363564;0.32774899014076203;0.250040986363564;11.570101151633887;-3.0397751192667557;-11.179661770676855;-0.1231368883254449;59.90850411666667;10.719689433333333;0.0;59.90850411666667;10.719689433333333;0.0;1777978880.8247652;-52.255;0.0;0.67;-0.485;0.858;161.693;9.225;0.147;16.865;59.90850115;10.719670616666667;0.0;0.3305186514997762;1.0528679194800294;9.499456699035846e-08;1777978880.7289217;0.09584355354309082;0.0;0.0;0.0;0.0;-11.510180422176632;-1.1760048078054743;2.8220752274271916
2026-05-05_13:01:20:927910;1777978880.9279106;66.42604693726221;26.868482492326724;0.3321302346863111;0.23363897819414542;0.3321302346863111;0.23363897819414542;11.575890469700052;-3.0412027822053425;-11.179661770676855;-0.1231368883254449;59.908504183333335;10.71968915;0.0;59.908504183333335;10.71968915;0.0;1777978880.9279106;-69.033;0.16973375073942354;0.67;0.695;0.996;163.615;10.143;1.705;15.889;59.90850115;10.719670616666667;0.0;0.33794602908194166;1.0370142817501775;9.226891048430552e-08;1777978880.8247652;0.10314536094665527;0.0;0.0;0.0;0.0;-11.517607799758796;-1.1601511700756224;2.855620455650522
2026-05-05_13:01:21:076893;1777978881.0749443;66.42604693726221;29.808228426757545;0.3321302346863111;0.2592019863196308;0.3321302346863111;0.2592019863196308;11.575890469700052;-3.0412027822053425;-11.179661770676855;-0.1231368883254449;59.908504183333335;10.71968915;0.0;59.908504183333335;10.71968915;0.0;1777978881.0669587;-80.955;0.0;0.67;0.695;0.996;163.615;10.143;1.705;15.889;59.90850115;10.719670616666667;0.0;0.33794602908194166;1.0370142817501775;9.226891048430552e-08;1777978880.9279106;0.14703369140625;0.0;0.0;0.0;0.0;-11.517607799758796;-1.1601511700756224;2.855620455650522
2026-05-05_13:01:21:164263;1777978881.1642637;67.29635365787465;25.53817975393793;0.33648176828937326;0.2220711282951124;0.33648176828937326;0.2220711282951124;11.581519226879292;-3.042789270925656;-11.179661770676855;-0.1231368883254449;59.90850425;10.719688833333333;0.0;59.90850425;10.719688833333333;0.0;1777978881.1642637;-111.478;0.19744622130181957;0.67;2.042;1.299;165.514;11.243;3.287;15.815;59.90850115;10.719670616666667;0.0;0.3453734057105677;1.0192955103779808;9.006708803771524e-08;1777978881.0749443;0.08931946754455566;0.0;0.0;-0.0;0.0;-11.525035176387423;-1.1424323987034257;2.888764258145895
2026-05-05_13:01:21:281414;1777978881.2555208;68.09075997318241;24.659428366910873;0.34045379986591207;0.21442981188618152;0.34045379986591207;0.21442981188618152;11.581519226879292;-3.042789270925656;-11.179661770676855;-0.1231368883254449;59.90850425;10.719688833333333;0.0;59.90850425;10.719688833333333;0.0;1777978881.2555208;-121.214;0.0;0.67;3.289;1.59;167.401;7.603;2.282;15.169;59.90850115;10.719670616666667;0.0;0.3453734057105677;1.0192955103779808;9.006708803771524e-08;1777978881.1642637;0.09125709533691406;0.0;0.0;-0.0;0.0;-11.525035176387423;-1.1424323987034257;2.9216986211310276
2026-05-05_13:01:21:354219;1777978881.3542194;200.0;20.233680170328768;1.0;0.1759450449593806;1.0;0.1759450449593806;11.571400087169296;-3.0451319366707637;-11.179661770676855;-0.1231368883254449;59.908504183333335;10.719688333333334;0.0;59.908504183333335;10.719688333333334;0.0;1777978881.3542194;-130.203;0.29327802366066974;0.67;3.685;1.519;170.865;-5.508;-0.477;14.132;59.90850115;10.719670616666667;0.0;0.33794601677518016;0.9913185086132557;8.513736973747577e-08;1777978881.2555208;0.09869861602783203;0.0;0.0;-0.0;0.0;-11.517607787452036;-1.1144553969387005;2.982156826420111
2026-05-05_13:01:21:615643;1777978881.6146042;200.0;25.590520666221884;1.0;0.22252626666279898;1.0;0.22252626666279898;11.571400087169296;-3.0451319366707637;-11.179661770676855;-0.1231368883254449;59.908504183333335;10.719688333333334;0.0;59.908504183333335;10.719688333333334;0.0;1777978881.3542194;-130.203;0.29327802366066974;0.67;3.685;1.519;170.865;-5.508;-0.477;14.132;59.90850115;10.719670616666667;0.0;0.33794601677518016;0.9913185086132557;8.513736973747577e-08;1777978881.3542194;0.26038479804992676;0.0;0.0;-0.0;0.0;-11.517607787452036;-1.1144553969387005;2.982156826420111
2026-05-05_13:01:21:631667;1777978881.6316674;200.0;25.607986261340727;1.0;0.22267814140296285;1.0;0.22267814140296285;11.571400087169296;-3.0451319366707637;-11.179661770676855;-0.1231368883254449;59.908504183333335;10.719688333333334;0.0;59.908504183333335;10.719688333333334;0.0;1777978881.6316674;-135.622;0.0;0.67;3.685;1.519;170.865;-5.508;-0.477;14.132;59.90850115;10.719670616666667;0.0;0.33794601677518016;0.9913185086132557;8.513736973747577e-08;1777978881.6146042;0.017063140869140625;0.0;0.0;-0.0;0.0;-11.517607787452036;-1.1144553969387005;2.982156826420111
2026-05-05_13:01:21:756696;1777978881.7399442;200.0;18.767679059254093;1.0;0.16319720921090516;1.0;0.16319720921090516;11.545943197758689;-3.047920672238294;-11.179661770676855;-0.1231368883254449;59.90850398333333;10.719687716666666;0.0;59.90850398333333;10.719687716666666;0.0;1777978881.7399442;-144.762;0.37934395312165553;0.67;-0.085;1.457;174.283;-21.579;1.509;14.509;59.90850115;10.719670616666667;0.0;0.3156638616208613;0.9568135426246235;8.032942042102142e-08;1777978881.6316674;0.1082768440246582;0.0;0.0;-0.0;0.0;-11.495325632297716;-1.0799504309500683;3.0418121802532774
2026-05-05_13:01:21:911163;1777978881.899717;200.0;19.03130820055152;1.0;0.16548963652653498;1.0;0.16548963652653498;11.513010567497313;-3.0508245012949793;-11.179661770676855;-0.1231368883254449;59.908503716666665;10.719687066666667;0.0;59.908503716666665;10.719687066666667;0.0;1777978881.899717;-154.272;0.29393049538673105;0.67;-4.428;2.294;177.039;-20.098;4.892;13.742;59.90850115;10.719670616666667;0.0;0.28595432335803656;0.9204434447169503;7.289193047765874e-08;1777978881.7399442;0.1597728729248047;0.0;0.0;-0.0;0.0;-11.46561609403489;-1.0435803330423952;3.089913454438241
2026-05-05_13:01:22:020325;1777978882.0095148;200.0;18.445662166064917;1.0;0.16039706231360798;1.0;0.16039706231360798;11.482517448239289;-3.0532737352859;-11.179661770676855;-0.1231368883254449;59.908503466666666;10.719686516666666;0.0;59.908503466666666;10.719686516666666;0.0;1777978882.0095148;-157.447;0.3780341009424931;0.67;-6.186;3.17;178.562;-12.532;6.516;13.384;59.90850115;10.719670616666667;0.0;0.25810163372737205;0.8896687465281073;6.668987247160363e-08;1777978881.899717;0.10979771614074707;0.0;0.0;-0.0;0.0;-11.437763404404228;-1.0128056348535521;3.116494818946115
2026-05-05_13:01:22:119062;1777978882.1190624;200.0;18.707638351583725;1.0;0.16267511610072805;1.0;0.16267511610072805;11.482517448239289;-3.0532737352859;-11.179661770676855;-0.1231368883254449;59.908503466666666;10.719686516666666;0.0;59.908503466666666;10.719686516666666;0.0;1777978882.1190624;-166.768;0.0;0.67;-6.739;3.836;179.549;-6.181;6.916;13.293;59.90850115;10.719670616666667;0.0;0.25810163372737205;0.8896687465281073;6.668987247160363e-08;1777978882.0095148;0.10954761505126953;0.0;0.0;-0.0;0.0;-11.437763404404228;-1.0128056348535521;3.1337212186632986
2026-05-05_13:01:22:227974;1777978882.2255356;200.0;15.70561377161303;1.0;0.1365705545357655;1.0;0.1365705545357655;11.443809407750551;-3.054692138861544;-11.179661770676855;-0.1231368883254449;59.90850313333333;10.719686166666667;0.0;59.90850313333333;10.719686166666667;0.0;1777978882.2255356;-170.954;0.3943177533996116;0.67;-6.265;5.107;-178.343;6.301;5.553;14.748;59.90850115;10.719670616666667;0.0;0.22096471804401754;0.8700848520709283;6.314809641860819e-08;1777978882.1190624;0.10647320747375488;0.0;0.0;-0.0;0.0;-11.400626488720873;-0.9932217403963732;-3.1126725478842467
2026-05-05_13:01:22:332119;1777978882.332119;200.0;16.11241498730232;1.0;0.1401079564113245;1.0;0.1401079564113245;11.400133767563727;-3.055507921440112;-11.179661770676855;-0.1231368883254449;59.90850275;10.719685933333334;0.0;59.90850275;10.719685933333334;0.0;1777978882.332119;-169.96;0.4190008831736222;0.67;-5.343;5.564;-177.122;11.036;3.684;16.073;59.90850115;10.719670616666667;0.0;0.17825726821790658;0.8570289263501296;6.055830546747298e-08;1777978882.2255356;0.1065833568572998;0.0;0.0;-0.0;0.0;-11.357919038894762;-0.9801658146755745;-3.0913620777173967
2026-05-05_13:01:22:460814;1777978882.4524498;200.0;14.014408796895628;1.0;0.12186442432083155;1.0;0.12186442432083155;11.400133767563727;-3.055507921440112;-11.179661770676855;-0.1231368883254449;59.90850275;10.719685933333334;0.0;59.90850275;10.719685933333334;0.0;1777978882.4524498;-166.919;0.0;0.67;-3.402;5.792;-175.041;15.989;-1.392;18.074;59.90850115;10.719670616666667;0.0;0.17825726821790658;0.8570289263501296;6.055830546747298e-08;1777978882.332119;0.120330810546875;0.0;0.0;-0.0;0.0;-11.357919038894762;-0.9801658146755745;-3.0550417759833945
2026-05-05_13:01:22:555340;1777978882.5553405;200.0;13.058642176795487;1.0;0.11355341023300423;1.0;0.11355341023300423;11.334929978549326;-3.0574061453762384;-11.179661770676855;-0.1231368883254449;59.90850218333333;10.71968545;0.0;59.90850218333333;10.71968545;0.0;1777978882.5553405;-159.307;0.6675186211996963;0.67;-1.88;5.396;-173.473;17.635;-7.118;19.732;59.90850115;10.719670616666667;0.0;0.11512451476210278;0.829984502094607;5.6072127545270245e-08;1777978882.4524498;0.1028907299041748;0.0;0.0;-0.0;0.0;-11.294786285438958;-0.9531213904200518;-3.0276750133121237
2026-05-05_13:01:22:692220;1777978882.6743653;200.0;10.571100473073916;1.0;0.0919226128093384;1.0;0.0919226128093384;11.334929978549326;-3.0574061453762384;-11.179661770676855;-0.1231368883254449;59.90850218333333;10.71968545;0.0;59.90850218333333;10.71968545;0.0;1777978882.6743653;-156.271;0.0;0.67;0.514;3.746;-170.874;17.957;-16.905;22.461;59.90850115;10.719670616666667;0.0;0.11512451476210278;0.829984502094607;5.6072127545270245e-08;1777978882.5553405;0.11902475357055664;0.0;0.0;-0.0;0.0;-11.294786285438958;-0.9531213904200518;-2.9823139060527906
2026-05-05_13:01:22:785153;1777978882.7851539;200.0;7.6330346071719255;1.0;0.06637421397540805;1.0;0.06637421397540805;11.21930469631462;-3.061540781973486;-11.179661770676855;-0.1231368883254449;59.908501183333335;10.71968445;0.0;59.908501183333335;10.71968445;0.0;1777978882.7851539;-149.666;1.1253179369613997;0.67;2.393;1.223;-168.0;12.706;-21.085;25.62;59.90850115;10.719670616666667;0.0;0.0037137716606685587;0.7740305139993187;4.5582172073085556e-08;1777978882.6743653;0.11078858375549316;0.0;0.0;-0.0;0.0;-11.183375542337524;-0.8971674023247636;-2.9321531433504737
2026-05-05_13:01:22:929849;1777978882.9087691;200.0;6.29313262162995;1.0;0.054722892361999564;1.0;0.054722892361999564;11.21930469631462;-3.061540781973486;-11.179661770676855;-0.1231368883254449;59.908501183333335;10.71968445;0.0;59.908501183333335;10.71968445;0.0;1777978882.9087691;-148.967;0.0;0.67;3.196;-0.968;-165.087;3.801;-13.933;24.793;59.90850115;10.719670616666667;0.0;0.0037137716606685587;0.7740305139993187;4.5582172073085556e-08;1777978882.7851539;0.12361526489257812;0.0;0.0;-0.0;0.0;-11.183375542337524;-0.8971674023247636;-2.8813117022398784
2026-05-05_13:01:23:084825;1777978883.0705764;200.0;2.3934676599986435;1.0;0.02081276226085777;1.0;0.02081276226085777;11.062356198918614;-3.068688645974017;-11.179661770676855;-0.1231368883254449;59.90849983333333;10.719682816666667;0.0;59.90849983333333;10.719682816666667;0.0;1777978883.0705764;-148.552;1.087677195347725;0.67;1.958;-0.759;-160.843;-10.783;12.54;19.254;59.90850115;10.719670616666667;0.0;-0.14669073335196786;0.6826389870290439;3.924301070212799e-08;1777978882.9087691;0.16180729866027832;0.0;0.0;-0.0;0.0;-11.032971037324888;-0.8057758753544888;-2.8072399287852394
2026-05-05_13:01:23:190030;1777978883.1805885;63.828370017322186;-0.7352873885333819;0.31914185008661095;-0.006393803378551147;0.31914185008661095;-0.006393803378551147;10.887868063007971;-3.0779925553297933;-11.179661770676855;-0.1231368883254449;59.908498333333334;10.719680783333333;0.0;59.908498333333334;10.719680783333333;0.0;1777978883.17859;-146.22;1.871694823122271;0.67;-0.54;2.52;-157.72;-17.719;22.562;20.015;59.90850115;10.719670616666667;0.0;-0.313806849397243;0.5688658480655405;3.2926516624343094e-08;1777978883.0705764;0.11001205444335938;0.0;0.0;-0.0;0.0;-10.865854921279611;-0.6920027363909854;-2.7527332962454567
2026-05-05_13:01:23:287158;1777978883.2871587;63.515485883934744;2.2132749916199654;0.3175774294196737;0.019245869492347526;0.3175774294196737;0.019245869492347526;10.887868063007971;-3.0779925553297933;-11.179661770676855;-0.1231368883254449;59.908498333333334;10.719680783333333;0.0;59.908498333333334;10.719680783333333;0.0;1777978883.2871587;-144.223;0.0;0.67;-1.246;3.383;-156.929;-18.471;21.423;20.225;59.90850115;10.719670616666667;0.0;-0.313806849397243;0.5688658480655405;3.2926516624343094e-08;1777978883.1805885;0.10657024383544922;0.0;0.0;-0.0;0.0;-10.865854921279611;-0.6920027363909854;-2.7389277418621814
2026-05-05_13:01:23:412349;1777978883.3974106;60.94565332448849;-3.990062241718208;0.30472826662244246;-0.03469619340624529;0.30472826662244246;-0.03469619340624529;10.699119385112498;-3.0882200246478475;-11.179661770676855;-0.1231368883254449;59.9084967;10.719678616666666;0.0;59.9084967;10.719678616666666;0.0;1777978883.3974106;-142.546;1.9832517310731401;0.67;-3.967;5.688;-153.762;-17.853;7.969;20.309;59.90850115;10.719670616666667;0.0;-0.49577772484254146;0.4476321648449816;3.4988792585455286e-08;1777978883.2871587;0.11025190353393555;0.0;0.0;-0.0;0.0;-10.683884045834313;-0.5707690531704265;-2.683653164451521
2026-05-05_13:01:23:508903;1777978883.5066903;60.64251851007427;-1.0620091346467357;0.30321259255037136;-0.009234862040406397;0.30321259255037136;-0.009234862040406397;10.699119385112498;-3.0882200246478475;-11.179661770676855;-0.1231368883254449;59.9084967;10.719678616666666;0.0;59.9084967;10.719678616666666;0.0;1777978883.5066903;-141.572;0.0;0.67;-4.562;5.896;-152.982;-16.771;4.031;19.919;59.90850115;10.719670616666667;0.0;-0.49577772484254146;0.4476321648449816;3.4988792585455286e-08;1777978883.3974106;0.10927963256835938;0.0;0.0;-0.0;0.0;-10.683884045834313;-0.5707690531704265;-2.670039596285965
2026-05-05_13:01:23:642674;1777978883.6253724;58.34688039759462;-5.677977395183606;0.29173440198797307;-0.049373716479857443;0.29173440198797307;-0.049373716479857443;10.495906584894213;-3.1005285363002444;-11.179661770676855;-0.1231368883254449;59.90849493333333;10.719676116666667;0.0;59.90849493333333;10.719676116666667;0.0;1777978883.6253724;-141.025;2.034601037543479;0.67;-6.066;5.764;-150.715;-12.888;-5.157;18.048;59.90850115;10.719670616666667;0.0;-0.6926033651070479;0.3077471297041863;4.551869869917624e-08;1777978883.5066903;0.1186821460723877;0.0;0.0;-0.0;0.0;-10.487058405569806;-0.43088401802963117;-2.630472982143254
2026-05-05_13:01:23:731781;1777978883.7150755;57.83113947191799;-5.338095305583444;0.28915569735958996;-0.04641822004855169;0.28915569735958996;-0.04641822004855169;10.495906584894213;-3.1005285363002444;-11.179661770676855;-0.1231368883254449;59.90849493333333;10.719676116666667;0.0;59.90849493333333;10.719676116666667;0.0;1777978883.7150755;-140.907;0.0;0.67;-6.675;5.309;-149.362;-7.824;-7.988;15.715;59.90850115;10.719670616666667;0.0;-0.6926033651070479;0.3077471297041863;4.551869869917624e-08;1777978883.6253724;0.08970308303833008;0.0;0.0;-0.0;0.0;-10.487058405569806;-0.43088401802963117;-2.6068586773637703
2026-05-05_13:01:23:862404;1777978883.859694;55.69328229231819;-7.559236615093784;0.27846641146159096;-0.06573249230516334;0.27846641146159096;-0.06573249230516334;10.278839912972154;-3.1156381511976474;-11.179661770676855;-0.1231368883254449;59.908493033333336;10.719673183333333;0.0;59.908493033333336;10.719673183333333;0.0;1777978883.859694;-141.595;1.8521686068178878;0.67;-6.594;4.39;-147.735;3.794;-9.704;11.238;59.90850115;10.719670616666667;0.0;-0.9042837626604817;0.14361533543824526;6.565071575259651e-08;1777978883.7150755;0.14461851119995117;0.0;0.0;-0.0;0.0;-10.275378008016373;-0.2667522237636901;-2.578462170433823
2026-05-05_13:01:23:963175;1777978883.9631748;53.65098230127767;-9.688606916511745;0.26825491150638836;-0.0842487557957543;0.26825491150638836;-0.0842487557957543;10.049217438645977;-3.1329583646782138;-11.179661770676855;-0.1231368883254449;59.908491;10.719669966666666;0.0;59.908491;10.719669966666666;0.0;1777978883.9631748;-142.568;2.7959954224397148;0.67;-4.887;3.303;-146.573;17.838;-9.973;7.744;59.90850115;10.719670616666667;0.0;-1.1308189190320426;-0.03637011972503487;1.0095705588186732e-07;1777978883.859694;0.10348081588745117;0.0;0.0;-0.0;0.0;-10.048842851644812;-0.08676676860041002;-2.558181444525649
2026-05-05_13:01:24:098828;1777978884.09167;53.31973968868701;-8.658302917163477;0.26659869844343503;-0.07528959058403023;0.26659869844343503;-0.07528959058403023;10.049217438645977;-3.1329583646782138;-11.179661770676855;-0.1231368883254449;59.908491;10.719669966666666;0.0;59.908491;10.719669966666666;0.0;1777978884.09167;-142.725;0.0;0.67;-0.775;2.103;-145.665;28.032;-5.924;4.488;59.90850115;10.719670616666667;0.0;-1.1308189190320426;-0.03637011972503487;1.0095705588186732e-07;1777978883.9631748;0.1284952163696289;0.0;0.0;-0.0;0.0;-10.048842851644812;-0.08676676860041002;-2.54233385491754
2026-05-05_13:01:24:204892;1777978884.2004802;0.0;-10.645454181653811;0.0;-0.09256916679698966;0.0;-0.09256916679698966;9.809807476393459;3.131519491222572;-11.179661770676855;-0.1231368883254449;59.90848885;10.71966665;0.0;59.90848885;10.71966665;0.0;1777978884.2004802;-141.561;2.7847772590434667;0.67;1.336;1.811;-145.334;25.874;-3.069;4.263;59.90850115;10.719670616666667;0.0;-1.3703519837908782;-0.22195100071827834;1.504862824353026e-07;1777978884.09167;0.1088101863861084;0.0;0.0;-0.0;0.0;-9.809309786885978;0.09881411239283344;-2.536556815093439
2026-05-05_13:01:24:324782;1777978884.3115716;0.0;-10.163607824058088;0.0;-0.08837919847007034;0.0;-0.08837919847007034;9.809807476393459;3.131519491222572;-11.179661770676855;-0.1231368883254449;59.90848885;10.71966665;0.0;59.90848885;10.71966665;0.0;1777978884.3115716;-140.801;0.0;0.67;3.6;1.783;-144.787;15.024;1.043;4.937;59.90850115;10.719670616666667;0.0;-1.3703519837908782;-0.22195100071827834;1.504862824353026e-07;1777978884.2004802;0.11109137535095215;0.0;0.0;-0.0;0.0;-9.809309786885978;0.09881411239283344;-2.52700986408503
2026-05-05_13:01:24:421497;1777978884.4214978;0.0;-13.29740985080717;0.0;-0.1156296508765841;0.0;-0.1156296508765841;9.565060789972096;3.110685072460707;-11.179661770676855;-0.1231368883254449;59.908486616666664;10.719663133333334;0.0;59.908486616666664;10.719663133333334;0.0;1777978884.4214978;-140.659;2.8857625084436527;0.67;4.127;1.916;-144.137;-0.492;1.128;5.762;59.90850115;10.719670616666667;0.0;-1.6191692658246677;-0.4187227143164419;2.1852625153861993e-07;1777978884.3115716;0.10992622375488281;0.0;0.0;-0.0;0.0;-9.560492504852187;0.29558582599099703;-2.515665223947067
2026-05-05_13:01:24:560904;1777978884.5438342;0.0;-15.496251432496008;0.0;-0.13475001245648702;0.0;-0.13475001245648702;9.332396838698891;3.0882098451837106;-11.179661770676855;-0.1231368883254449;59.90848445;10.719659516666667;0.0;59.90848445;10.719659516666667;0.0;1777978884.5438342;-140.98;2.5748226773828264;0.67;2.184;1.584;-143.075;-17.862;-3.058;7.12;59.90850115;10.719670616666667;0.0;-1.860559153169152;-0.6210898573075871;3.012885825270928e-07;1777978884.4214978;0.12233638763427734;0.0;0.0;-0.0;0.0;-9.319102617507703;0.49795296898214225;-2.4971298272908866
2026-05-05_13:01:24:657355;1777978884.657355;0.0;-14.60809355687226;0.0;-0.1270269004945414;0.0;-0.1270269004945414;9.332396838698891;3.0882098451837106;-11.179661770676855;-0.1231368883254449;59.90848445;10.719659516666667;0.0;59.90848445;10.719659516666667;0.0;1777978884.657355;-142.547;0.0;0.67;-0.471;1.193;-142.291;-23.045;-2.567;6.43;59.90850115;10.719670616666667;0.0;-1.860559153169152;-0.6210898573075871;3.012885825270928e-07;1777978884.5438342;0.11352086067199707;0.0;0.0;-0.0;0.0;-9.319102617507703;0.49795296898214225;-2.483446445955251
